Student ID,Total_Attendance_Records,Present_Count,Attendance Rate
101366,14,12,85.71428571428571
101367,14,13,92.85714285714286
101368,14,12,85.71428571428571
101370,13,11,84.61538461538461
101384,1,0,0.0
101385,1,0,0.0
101386,1,0,0.0
101388,1,0,0.0
101389,1,0,0.0
101390,1,0,0.0
101391,1,0,0.0
101392,1,0,0.0
101393,1,0,0.0
101394,1,0,0.0
101398,1,0,0.0
101399,1,0,0.0
101401,1,0,0.0
101412,26,10,38.46153846153847
101413,26,3,11.538461538461538
101414,26,2,7.6923076923076925
101415,26,1,3.8461538461538463
101416,26,5,19.230769230769234
101417,26,6,23.076923076923077
101418,26,1,3.8461538461538463
101419,26,11,42.30769230769231
101420,26,1,3.8461538461538463
101421,26,7,26.923076923076923
101422,20,3,15.0
101423,20,1,5.0
101424,20,1,5.0
101425,20,2,10.0
101426,20,1,5.0
101427,20,5,25.0
101428,20,3,15.0
101429,20,1,5.0
101430,20,1,5.0
101431,20,1,5.0
101432,18,1,5.555555555555555
101433,18,1,5.555555555555555
101434,18,1,5.555555555555555
101435,18,3,16.666666666666664
101436,18,1,5.555555555555555
101437,18,3,16.666666666666664
101438,18,2,11.11111111111111
101439,18,1,5.555555555555555
101440,18,2,11.11111111111111
101441,18,1,5.555555555555555
101442,18,1,5.555555555555555
101443,18,3,16.666666666666664
101444,18,2,11.11111111111111
101445,18,1,5.555555555555555
101446,18,5,27.77777777777778
101447,18,1,5.555555555555555
101448,18,1,5.555555555555555
101449,18,3,16.666666666666664
101450,18,3,16.666666666666664
101451,14,1,7.142857142857142
101772,2,1,50.0
101778,19,5,26.31578947368421
101779,19,3,15.789473684210526
101780,19,8,42.10526315789473
101781,19,4,21.052631578947366
101782,19,2,10.526315789473683
101783,19,15,78.94736842105263
101784,19,6,31.57894736842105
101785,19,4,21.052631578947366
101786,19,10,52.63157894736842
101787,19,3,15.789473684210526
101788,19,5,26.31578947368421
101789,19,6,31.57894736842105
101790,19,4,21.052631578947366
101791,19,4,21.052631578947366
101792,19,2,10.526315789473683
101793,19,8,42.10526315789473
101794,19,2,10.526315789473683
101795,19,3,15.789473684210526
101796,19,3,15.789473684210526
101797,19,1,5.263157894736842
101798,19,8,42.10526315789473
101799,19,1,5.263157894736842
101800,19,12,63.1578947368421
101801,19,2,10.526315789473683
101802,19,10,52.63157894736842
101803,14,4,28.57142857142857
101804,14,0,0.0
101805,14,3,21.428571428571427
101806,14,1,7.142857142857142
101807,14,2,14.285714285714285
101808,14,0,0.0
101809,14,1,7.142857142857142
101810,14,1,7.142857142857142
101811,14,1,7.142857142857142
101812,14,1,7.142857142857142
101813,14,4,28.57142857142857
101814,14,1,7.142857142857142
101815,14,2,14.285714285714285
101816,14,0,0.0
101817,14,1,7.142857142857142
101818,14,2,14.285714285714285
SI1471,18,6,33.33333333333333
SI1480,19,11,57.89473684210527
SI1504,26,5,19.230769230769234
SI1509,18,3,16.666666666666664
SI1525,20,6,30.0
SI1532,19,9,47.368421052631575
SI1543,19,7,36.84210526315789
SI1564,20,5,25.0
SI1571,19,10,52.63157894736842
SI1728,1,1,100.0
SI1729,1,1,100.0
SI1730,2,2,100.0
SI1731,1,1,100.0
SI1732,2,1,50.0
SI1733,1,1,100.0
SI1734,1,1,100.0
SI1773,40,23,57.49999999999999
SI2013,26,10,38.46153846153847
SI2015,26,18,69.23076923076923
